着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,6,ガーネットフレア,牝3,53.0,北村友,1:59.0,,2,3.6,34.6,栗東杉山佳,446(+2)
2,7,8,ジェルブロア,牝4,56.0,小沢,1:59.3,2,6,16.0,34.7,栗東矢作,426(-8)
3,7,7,ラブリーリディア,牝4,56.0,吉村,1:59.3,ハナ,5,10.2,34.0,栗東中内田,458(+6)
4,4,4,セナスタイル,牝4,56.0,岩田望,1:59.3,ハナ,1,2.0,34.5,栗東安田,446(+6)
5,5,5,エアビッグマム,牝4,56.0,西塚,2:00.0,4,4,9.6,35.2,栗東笹田,514(+10)
6,8,10,レイピカケ,牝5,56.0,松本,2:00.0,アタマ,10,184.0,34.6,栗東野中,472(+4)
7,2,2,エコテーラー,牝5,56.0,藤懸,2:00.1,クビ,7,18.5,36.7,栗東石橋,516(+8)
8,8,9,フルレゾン,牝5,56.0,幸,2:00.2,1/2,8,49.1,35.0,栗東池添,454(+14)
9,1,1,エバーグルーヴ,牝4,56.0,松山,2:00.5,1.3/4,3,7.3,34.6,栗東藤岡健,428(+10)
10,3,3,デルマジュテーム,牝4,56.0,的場,2:00.9,2.1/2,9,164.6,35.5,美浦的場,464(-4)
