着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,プルミエソルティ,牡3,56.0,マーカ,1:59.7,,3,6.2,34.3,美浦斎藤誠,484(+12)
2,7,11,キャピタルリッチ,牡3,56.0,菅原明,1:59.8,3/4,5,14.5,34.1,美浦小笠,464(-2)
3,8,13,エデルクローネ,牡3,56.0,プーシ,2:00.2,2.1/2,2,3.3,34.6,美浦手塚久,484(+6)
4,3,3,ニヴルヘイム,牡3,55.0,☆吉村,2:00.2,クビ,6,18.3,34.8,美浦栗田,452(0)
5,6,9,カレンラップスター,牡3,56.0,小崎,2:00.3,クビ,4,8.2,33.8,栗東小林,504(+4)
6,4,5,パーセルペーパー,牡4,58.0,柴田大,2:00.3,クビ,12,107.8,35.1,美浦和田雄,440(-4)
7,6,8,ミエノフェアリー,牝3,54.0,北村宏,2:00.3,アタマ,1,2.3,34.4,美浦古賀,400(-4)
8,1,1,ユーディキウム,牝3,54.0,団野,2:00.3,ハナ,8,39.9,35.1,美浦黒岩,492(+16)
9,5,7,ウインドラート,牡4,58.0,木幡巧,2:00.4,3/4,7,30.2,34.3,美浦水野,478(+12)
10,7,10,バトラーズワーフ,牡3,56.0,小林脩,2:00.6,3/4,9,58.8,35.6,美浦浅利,466(0)
11,8,12,チリーゴールド,牝3,54.0,杉原,2:00.8,1.1/4,10,60.3,34.9,美浦深山,428(-6)
12,5,6,トリフォラート,牝3,54.0,内田博,2:01.4,3.1/2,11,66.6,34.9,美浦小手川,482(0)
13,4,4,アスクアットバット,セ3,55.0,☆西塚,2:02.3,5,13,249.6,36.5,栗東藤原,472(-12)
