着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,トモジャシック,牡4,59.0,難波,3:10.4,,10,61.3,13.3,栗東大根田,470(-8)
2,4,4,シルヴァーデューク,セ6,60.0,小牧加,3:10.7,2,1,1.7,13.3,栗東前川,460(-4)
3,8,11,フォルガイル,牡5,57.0,▲水沼,3:11.6,5,3,9.5,13.4,美浦加藤和,444(0)
4,5,6,ゴットリープ,牡6,57.0,▲坂口,3:12.7,7,6,13.0,13.5,美浦栗田,478(+6)
5,1,1,グラヴィテ,牝8,58.0,黒岩,3:13.7,6,2,6.2,13.5,栗東藤野,502(+8)
6,7,10,モズバンディット,牡6,60.0,中村,3:14.0,1.1/2,11,195.1,13.6,栗東中尾,456(+2)
7,5,5,ボルタドマール,セ7,60.0,伴,3:14.2,1.1/4,9,37.2,13.6,美浦古賀,522(-2)
8,8,12,グランナヴィール,牡5,60.0,上野,3:14.8,4,4,11.0,13.6,美浦堀内,540(0)
9,3,3,ヴェールランス,牡7,60.0,五十嵐,3:14.9,クビ,5,12.0,13.6,美浦田村,454(-6)
10,6,7,ロワゾブルー,牝4,57.0,草野,3:18.3,大,12,244.7,13.9,美浦小島,450(+16)
11,2,2,ナムラブーニン,牡5,57.0,▲井上,3:18.4,クビ,8,25.1,13.9,栗東高橋一,470(+8)
12,7,9,レッドラグラス,牡6,60.0,西谷誠,3:18.6,1,7,18.4,13.9,栗東中内田,492(0)
