着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,11,キンググローリー,牡3,55.0,丹内,2:32.5,,3,6.0,35.9,美浦古賀慎,466(0)
2,1,1,ノラリクラリ,牡4,58.0,佐々木,2:32.7,1.1/2,5,8.3,35.5,栗東藤岡健,450(-4)
3,2,2,トリニティ,牝3,53.0,横山武,2:33.0,1.3/4,2,5.5,36.1,栗東安田,440(-6)
4,3,3,カレンラップスター,牡4,58.0,津村,2:33.1,クビ,6,9.9,35.7,栗東小林,508(0)
5,7,9,アロンズロッド,牡4,58.0,ルメー,2:33.6,3.1/2,1,2.5,35.9,美浦宮田,488(+4)
6,5,5,レイヤードレッド,牡4,58.0,嶋田,2:33.7,1/2,11,102.8,36.6,美浦手塚久,498(+8)
7,5,6,ウイナーズナイン,牡3,55.0,横山和,2:33.9,1.1/2,7,18.2,36.7,栗東小栗,516(+4)
8,7,10,ダノンピクチャー,牡4,58.0,小崎,2:34.0,1/2,9,29.5,36.3,美浦田中博,490(-12)
9,6,8,リュクスパトロール,牝3,53.0,丸田,2:34.4,2,8,27.7,36.5,美浦加藤士,430(+2)
10,4,4,モルトマエストーソ,牡5,58.0,木幡巧,2:35.2,5,12,162.4,37.9,美浦手塚徳,550(+8)
11,8,12,マイバレンタイン,牡3,55.0,戸崎圭,2:35.4,3/4,4,7.0,38.1,栗東池江,514(-4)
12,6,7,ブリヤディアマンテ,牡4,58.0,吉田豊,2:36.0,4,10,78.7,38.5,美浦小島,484(0)
