着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,9,アルデトップガン,牡3,56.0,丹内,1:35.3,,4,5.3,35.3,美浦田中剛,468(0)
2,1,1,フミサウンド,牡6,58.0,M.ミ,1:35.3,クビ,7,29.4,35.1,美浦鹿戸,452(-8)
3,2,2,レッドレナート,牡5,58.0,横山和,1:35.6,1.1/2,3,5.3,35.7,美浦手塚徳,496(+6)
4,8,11,プリムツァール,牝4,56.0,田辺,1:35.8,1.1/4,2,3.5,35.4,美浦蛯名正,462(-2)
5,5,5,デイトナチャンプ,牡3,56.0,横山武,1:36.1,1.3/4,1,3.4,35.9,美浦加藤征,438(+2)
6,6,7,アロンソア,牡3,56.0,川又,1:36.1,クビ,5,8.3,35.6,栗東牧田,444(+12)
7,6,6,セブンマイスター,牡5,58.0,佐々木,1:36.3,1.1/4,6,11.3,35.6,美浦千葉,532(-4)
8,3,3,ジャルディニエ,牝4,56.0,斎藤,1:36.7,2,9,50.2,35.8,栗東奥村豊,462(-10)
9,7,8,ロゼル,牡6,58.0,丸山,1:36.8,1/2,8,35.2,35.5,美浦大和田,482(+2)
10,4,4,エリム,牝6,56.0,原田和,1:37.0,1.1/4,10,85.2,36.0,美浦上原博,458(0)
11,8,10,サヴァビアン,牡8,58.0,菊沢,1:37.4,2.1/2,11,190.9,36.3,美浦新開,456(+4)
