馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エバーグルーヴ,牝4,松山,栗東・藤岡健,差し,5.9,2,5,,34.3,,福島,84,中11週,Y,,3,ドゥラメンテ,ディープインパクト,,
2,2,エコテーラー,牝5,藤懸,栗東・石橋,逃げ,11.4,8,6,,39.6,,阪神,91,中12週,Y,,3,スワーヴリチャード,Dylan Thomas,,
3,3,デルマジュテーム,牝4,的場,美浦・的場,差し,32.0,9,7,,37.2,,札幌,43,中5週,Y,,3,ノヴェリスト,サムライハート,,
4,4,セナスタイル,牝4,岩田望,栗東・安田,差し,2.9,1,3,,33.9,,阪神,203,中28週,Y,Y,3,Sottsass,ハーツクライ,,
5,5,エアビッグマム,牝4,西塚,栗東・笹田,先行,7.9,4,3,,33.5,,中京,35,中4週,Y,,3,ブリックスアンドモルタル,ロックオブジブラルタル,,
6,6,ガーネットフレア,牝3,北村友,栗東・杉山佳,,8.0,5,1,3歳以上1勝クラス,34.4,,札幌,57,中7週,Y,,3,ニューイヤーズデイ,ディープインパクト,,
7,7,ラブリーリディア,牝4,吉村,栗東・中内田,差し,9.5,7,11,,35.9,,函館,70,中9週,Y,,3,エピファネイア,ディープインパクト,,
8,7,ジェルブロア,牝4,小沢,栗東・矢作,先行,7.0,3,1,3歳以上1勝クラス,35.8,,札幌,15,中1週,Y,,3,キズナ,Dansili,,
9,8,フルレゾン,牝5,,栗東・池添,差し,9.4,6,7,,35.8,,東京,92,中12週,Y,,3,オルフェーヴル,ティンバーカントリー,,
10,8,レイピカケ,牝5,松本,栗東・野中,差し,53.5,10,7,,33.9,,中京,35,中4週,Y,,3,ハービンジャー,ハーツクライ,,
