着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,10,セレジェイラ,牝3,55.0,亀田,1:10.8,,2,3.6,35.6,栗東西村,476(-2)
2,6,9,ビーコング,牡4,56.0,◇永島,1:11.5,4,1,2.5,36.8,美浦小手川,510(+10)
3,7,11,ノビル,牝4,53.0,▲川端,1:11.5,クビ,7,23.0,36.5,栗東鈴木孝,436(-2)
4,2,2,タイセイピューマ,牡4,55.0,▲石田,1:12.0,3,5,13.3,36.1,美浦新開,494(+14)
5,5,6,サンロレンツォ,牝4,54.0,△柴田裕,1:12.0,アタマ,6,21.1,36.0,美浦武藤,510(-4)
6,3,3,ナムラペルル,牝3,52.0,▲舟山,1:12.1,クビ,3,4.0,36.4,美浦石栗,476(+6)
7,8,12,ワンウェイトゥヘル,牡3,57.0,小沢,1:12.6,3,4,8.7,37.1,栗東中村,464(+6)
8,4,4,アルマーレシチー,セ4,55.0,▲上里,1:12.8,3/4,11,196.4,37.4,美浦上原博,548(+1)
9,6,8,グランパリッシュ,牝4,53.0,▲大久保,1:12.8,ハナ,10,131.1,37.3,栗東畑端,454(0)
10,8,13,シンガソング,牝3,52.0,▲石神道,1:13.3,3,8,41.5,38.3,美浦土田,430(0)
11,4,5,ジャーニーメモリー,牡5,55.0,▲森田,1:14.0,4,13,456.8,38.3,美浦粕谷,470(0)
12,1,1,アイファーリーベン,牝6,54.0,△鷲頭,1:14.2,3/4,12,430.6,37.2,美浦的場,466(+4)
13,5,7,エコロブレス,牡4,54.0,★河原田,1:14.5,2,9,87.9,39.8,栗東笹田,470(-4)
