着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,スズカハービン,牡6,60.0,難波,3:22.3,,3,11.6,13.0,栗東高橋忠,476(-2)
2,8,9,ジューンベロシティ,牡8,61.0,高田,3:22.9,3.1/2,1,1.2,13.0,栗東武英,482(+8)
3,6,6,ブラックボイス,牡7,60.0,坂口,3:23.0,1/2,8,53.7,13.1,美浦浅利,520(+4)
4,7,8,コレクテイニア,牡6,60.0,草野,3:23.2,1.1/2,6,23.0,13.1,美浦戸田,470(0)
5,4,4,ローディアマント,セ6,60.0,伴,3:24.6,8,5,19.8,13.2,美浦尾関,490(+2)
6,7,7,マオノアラシ,牡6,60.0,小坂,3:25.1,3.1/2,7,29.2,13.2,美浦加藤士,496(+2)
7,3,3,ゲインサポート,セ5,60.0,中村,3:25.3,1.1/4,10,167.1,13.2,栗東秋山,446(-8)
8,8,10,メイショウソムリエ,セ5,60.0,大江圭,3:25.4,クビ,4,12.7,13.2,美浦蛯名正,516(+22)
9,5,5,ジーティーオウジャ,セ5,60.0,水沼,3:28.6,大,9,114.2,13.4,美浦石栗,518(+14)
10,1,1,ピーターサイト,セ6,60.0,上野,3:28.9,1.1/2,2,8.5,13.4,美浦村田,476(-6)
