着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,10,ドリームキャリー,牝3,53.0,△田山,1:54.6,,4,5.6,37.9,栗東新谷,450(0)
2,1,2,マクノス,牝3,55.0,田口,1:55.9,8,2,4.1,38.7,栗東鈴木孝,422(+2)
3,8,15,ダノンロワール,牝3,55.0,団野,1:56.1,1.1/4,7,20.9,39.2,栗東池添,470(+10)
4,2,4,タントレーベル,牝3,55.0,鮫島駿,1:56.4,2,5,12.0,39.4,栗東吉村,464(0)
5,3,5,リリークリスタル,牝3,52.0,▲川端,1:56.5,1/2,16,181.5,39.3,栗東緒方,462(-10)
6,4,8,レウコテア,牝3,55.0,幸,1:56.6,クビ,8,25.0,39.2,栗東西園翔,470(0)
7,5,9,ヤマニンコルザ,牝3,55.0,松若,1:56.6,クビ,3,5.2,39.4,栗東長谷川,440(-4)
8,8,16,ソルアモール,牝3,55.0,荻野琢,1:56.6,ハナ,6,12.1,39.6,栗東宮本,460(-4)
9,7,14,ファントムグレース,牝3,53.0,◇永島,1:57.0,2.1/2,13,81.9,38.9,栗東本田,476(-6)
10,2,3,ワンダージェム,牝3,55.0,西村淳,1:57.2,3/4,10,36.4,39.6,栗東石坂,478(+16)
11,1,1,ワイドシャッフエン,牝3,55.0,菱田,1:57.3,3/4,9,34.6,39.6,栗東秋山,448(+4)
12,7,13,エイル,牝3,55.0,小沢,1:57.4,クビ,11,48.5,40.0,栗東高野,454(0)
13,6,12,ハッピーバンク,牝3,55.0,吉村,1:57.7,2,1,3.8,40.0,栗東茶木,490(+24)
14,3,6,アマノガワギンガ,牝3,52.0,▲和田陽,1:57.9,1,14,114.2,39.9,栗東畑端,460(-8)
15,4,7,ウインロズパレード,牝3,55.0,国分恭,1:58.6,4,12,55.6,42.0,栗東吉田,458(+12)
16,6,11,タマモアマルフィ,牝3,55.0,長岡,1:59.0,2.1/2,15,138.4,41.3,栗東高橋亮,478(+4)
