着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,8,ヤマニンレセディ,牝4,56.0,横山琉,1:09.1,,3,4.6,34.7,栗東長谷川,462(+6)
2,1,1,ルパヴィヨン,牝4,56.0,菊沢,1:09.2,クビ,4,7.1,34.7,美浦小手川,476(+4)
3,4,7,タマモブラウンタイ,牡4,56.0,△柴田裕,1:09.2,クビ,8,17.8,35.6,栗東角田,480(+6)
4,8,16,シャインズオンユー,牡5,58.0,松若,1:09.2,クビ,14,86.4,33.5,栗東藤野,460(+4)
5,7,14,ヒットザグラウンド,牝4,56.0,角田和,1:09.2,ハナ,6,15.7,34.6,栗東四位,448(+4)
6,5,9,ツィスカリーゼ,牡6,58.0,的場,1:09.3,クビ,13,67.6,33.8,美浦的場,474(+6)
7,1,2,ヴァージル,牡4,58.0,斎藤,1:09.4,1/2,2,4.5,34.7,栗東小椋,466(+12)
8,7,13,ジーティーエスピ,牡4,58.0,丹内,1:09.4,アタマ,1,4.5,35.3,栗東中村,472(0)
9,6,12,シャドフ,牝5,53.0,▲舟山,1:09.4,ハナ,9,32.5,35.1,栗東庄野,462(+2)
10,2,4,ドライグ,牡6,56.0,△鷲頭,1:09.4,クビ,16,116.3,35.5,栗東大根田,494(-2)
11,3,5,レインオンミー,牡4,56.0,◇今村,1:09.4,ハナ,10,33.4,34.4,栗東福永,482(-2)
12,3,6,パリコレジェンヌ,牝4,56.0,古川吉,1:09.6,1,7,16.6,34.9,栗東鈴木孝,472(+2)
13,2,3,グランテレーズ,牝5,56.0,鮫島駿,1:09.6,クビ,5,8.7,35.3,栗東渡辺,456(+4)
14,6,11,テクノデザイン,牝6,56.0,松本,1:09.7,クビ,12,65.6,34.5,栗東千田,448(0)
15,7,15,モルティフレーバー,牝4,56.0,小沢,1:10.2,3,11,39.0,36.1,栗東清水久,478(+2)
16,5,10,ランスオブプライム,牝5,56.0,国分恭,1:10.3,クビ,15,98.7,35.4,栗東奥村豊,476(+2)
17,8,18,フーレイ,牝7,56.0,富田,1:10.3,クビ,18,170.8,35.7,栗東加藤公,470(+4)
18,8,17,トモサカエ,牝5,56.0,中井,1:12.4,大,17,135.9,37.9,美浦大竹,544(+2)
