着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,8,アンバサダネージュ,牡3,54.0,▲佐藤,1:11.9,,2,3.9,37.9,美浦武藤,486(-12)
2,3,4,ジュディーイメル,牝3,52.0,▲小林美,1:12.0,1,3,4.8,38.1,栗東武英,438(0)
3,2,3,スノーランス,牝3,53.0,△舟山,1:12.7,4,4,5.5,38.4,美浦上原佑,464(+2)
4,4,6,マリブサーフ,牝3,53.0,△田山,1:12.7,クビ,1,2.3,38.7,栗東牧浦,432(-2)
5,6,10,ジュエルサンライズ,牝3,53.0,◇古川奈,1:12.9,1,9,74.7,38.3,栗東東田,474(-2)
6,5,9,バンダムソレール,牡3,54.0,▲森田,1:12.9,ハナ,7,36.9,37.8,栗東小栗,468(+2)
7,4,7,ゲレイロ,牡3,54.0,▲和田陽,1:13.0,3/4,5,13.3,38.2,栗東今野,466(-4)
8,2,2,アリディプラチノ,牝3,52.0,▲大久保,1:13.6,3.1/2,8,73.9,39.3,栗東畑端,422(+10)
9,8,15,エナジーアユ,牝3,53.0,◇永島,1:13.6,クビ,15,214.5,39.1,栗東荒川,440(-16)
10,7,13,ヒーナシャム,牝3,55.0,小沢,1:13.9,2,13,177.8,38.5,栗東橋口,424(+6)
11,1,1,スラッシュコード,牡3,53.0,★河原田,1:14.2,2,10,120.8,39.9,美浦伊藤圭,462(-2)
12,6,11,リオダプラタ,牡3,54.0,▲遠藤,1:14.4,3/4,14,183.4,38.6,美浦西田,540(0)
13,3,5,タイセイガナール,牡3,54.0,▲水沼,1:14.5,3/4,12,131.8,39.9,美浦伊藤圭,472(+4)
14,8,14,トゥントゥントゥン,牡3,54.0,▲上里,1:16.4,大,6,34.4,42.2,美浦手塚久,420(+6)
15,7,12,メイショウアルマ,牡3,57.0,松本,1:19.4,大,11,127.4,39.9,栗東飯田,488(0)
