馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,キャントウェイト,牡5,横山典,美浦・萱野,差し,12.1,6,1,,36.1,472(-10),札幌,29,中3週,Y,,3,ゴールドシップ,アグネスデジタル,,
2,2,ワイドエンペラー,牡8,ルメー,栗東・藤岡健,差し,48.1,10,11,,35.0,484(-8),東京,133,中18週,Y,,3,ルーラーシップ,アグネスタキオン,,
3,3,リビアングラス,牡6,西村淳,栗東・矢作,,37.1,8,5,,35.3,502(+10),福島,161,中22週,Y,,3,キズナ,Curlin,,
4,4,ヴーレヴー,牝4,吉田隼,栗東・武幸,,3.9,3,3,,35.0,496(-2),札幌,49,中6週,Y,,3,サトノクラウン,マンハッタンカフェ,,
5,4,アスクドゥポルテ,牡6,岩田康,栗東・梅田,追込,135.4,11,12,,35.5,480(+6),福島,161,中22週,Y,,3,ハービンジャー,ハーツクライ,,
6,5,パンジャ,牡5,丹内,美浦・金成,差し,17.2,7,1,,33.6,492(0),中山,154,中21週,Y,,3,ゴールドシップ,Kendargent,,
7,5,レガレイラ,牝5,戸崎圭,美浦・木村,差し,3.1,1,7,,35.9,490(+6),阪神,98,中13週,Y,,3,スワーヴリチャード,ハービンジャー,,
8,6,メイショウゲキリン,牡7,田辺,栗東・笹田,先行,44.5,9,6,障害3歳以上未勝利,13.7,520(-8),中京,28,中3週,Y,,3,キズナ,キングカメハメハ,,
9,6,コスモキュランダ,牡5,横山武,美浦・加藤士,,3.6,2,4,,36.1,514(-4),阪神,98,中13週,Y,,3,アルアイン,Southern Image,,B
10,7,コスモブッドレア,牡5,津村,美浦・小野,先行,161.2,13,16,,34.1,486(-4),新潟,43,中5週,Y,,3,ゴールドシップ,ソングオブウインド,,
11,7,セイウンプラチナ,牡7,内田博,美浦・千葉,,157.7,12,8,,36.9,500(-6),東京,575,中81週,Y,Y,3,ミッキーアイル,エリシオ,,
12,8,エセルフリーダ,牝5,武藤,美浦・武藤,差し,11.4,5,1,,35.9,488(+6),中山,197,中27週,Y,Y,3,キタサンブラック,ハービンジャー,,
13,8,ジューンテイク,牡5,武豊,栗東・武英,先行,10.8,4,8,,36.7,504(+4),阪神,98,中13週,Y,,2,キズナ,シンボリクリスエス,,
