着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,11,デアプリームス,牝3,53.0,池添,0:57.8,,2,3.1,34.7,美浦田島,444(+6)
2,7,10,ビップムーラン,牝3,53.0,横山武,0:58.0,1.1/4,1,2.6,35.0,美浦田島,466(+10)
3,7,9,シャーンゴッセ,セ6,57.0,☆長浜,0:58.5,3,5,10.5,34.7,美浦平岩,492(-2)
4,6,7,キャンドルマス,牡5,58.0,小崎,0:59.0,3,4,10.2,34.8,栗東小崎,506(+12)
5,8,12,ミッシオーネ,牝4,53.0,▲小林美,0:59.3,1.3/4,6,19.1,35.7,美浦秋本,430(-6)
6,5,6,ステラノヴァ,牡4,56.0,△舟山,0:59.3,クビ,7,21.6,36.0,美浦水野,454(-12)
7,6,8,ジャスパーノベル,牝4,56.0,松本,0:59.5,3/4,8,26.2,35.9,栗東森秀,462(+7)
8,1,1,エムティリオ,牝3,53.0,横山和,0:59.5,クビ,9,42.0,36.2,美浦小野,410(-4)
9,4,4,マインセーラ,牝3,53.0,的場,0:59.7,1,12,206.1,34.8,美浦的場,426(-13)
10,2,2,スペルビア,セ4,58.0,古川吉,0:59.9,1.1/4,10,58.9,35.7,美浦石栗,450(-6)
11,5,5,コムルヴァン,牝5,56.0,丹内,1:00.2,1.3/4,11,148.6,34.9,美浦伊坂,494(+10)
12,3,3,クワイエットアイ,牡3,53.0,△柴田裕,1:00.2,ハナ,3,6.1,36.5,栗東中竹,454(-2)
