馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ハンデンドレイク,牡3,酒井,地方・荒山勝,先行,28.5,11,3,サマートゥ,37.6,496(-1),大井,38,中4週,,,1,モズアスコット,シンボリクリスエス,,
2,1,アサクサグレース,牝4,今村,栗東・加藤公,,6.9,3,8,,36.8,474(+8),小倉,84,中11週,Y,,3,フォーウィールドライブ,タヤスツヨシ,,
3,2,マリノトニトゥルス,牝4,,美浦・武市,先行,20.8,10,1,,34.4,470(-2),新潟,120,中16週,Y,,3,サンダースノー,キングカメハメハ,,
4,2,インブロリオ,牝4,川田,栗東・吉村,先行,6.4,1,1,,34.7,490(+6),小倉,71,中9週,Y,,3,アドマイヤムーン,Hard Spun,,
5,3,ユウファラオ,牡3,松山,栗東・森秀,,7.5,4,10,,34.9,484(+2),中京,22,中2週,Y,,3,American Pharoah,Medaglia d'Oro,,
6,3,ミカッテヨンデイイ,牝6,小林脩,美浦・室井,差し,88.6,15,15,,32.1,436(+2),新潟,49,中6週,Y,,3,イスラボニータ,ステイゴールド,,
7,4,ディアドコス,牡6,吉村,栗東・羽月,差し,9.2,7,8,,34.4,482(-10),京都,112,中15週,Y,,3,ネロ,マンハッタンカフェ,,
8,4,アンビバレント,牡6,Ｍデム,栗東・藤野,差し,30.3,12,7,,36.0,476(0),札幌,21,中2週,Y,,3,ディスクリートキャット,アドマイヤマックス,,
9,5,チューラワンサ,牝4,北村友,栗東・高野,先行,7.7,5,6,,34.8,444(+4),新潟,57,中7週,Y,,3,レイデオロ,ディープブリランテ,,
10,5,モーデン,牡8,鮫島駿,栗東・加藤公,差し,16.5,8,3,,32.4,494(+2),新潟,35,中4週,Y,,3,モーリス,フレンチデピュティ,,
11,6,ポエットリー,牝5,斎藤,栗東・平田,差し,31.1,14,9,,34.5,480(-6),中京,22,中2週,Y,,3,ダイワメジャー,Rail Link,,
12,6,メルトユアハート,牝5,田山,栗東・長谷川,先行,8.5,6,2,,34.1,500(-4),札幌,57,中7週,Y,,3,ロードカナロア,ディープインパクト,,B
13,7,サムハンター,牡8,松本,栗東・高橋康,差し,31.1,13,5,,33.5,490(-6),函館,78,中10週,Y,,3,マジェスティックウォリアー,グラスワンダー,,
14,7,アスミル,牡3,太宰,栗東・本田,先行,6.7,2,1,,34.8,496(+2),札幌,29,中3週,Y,,3,ダノンプレミアム,グラスワンダー,,
15,8,ミロワール,牝7,古川吉,栗東・柴田,差し,16.5,9,4,,34.4,478(+4),小倉,64,中8週,Y,,3,ロードカナロア,ダンスインザダーク,,
16,8,コト,牝5,田口,栗東・野中,先行,136.7,16,11,,34.2,480(+6),中京,22,中2週,Y,,3,キズナ,キングカメハメハ,,
