着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,6,イージーライダー,牡2,56.0,西村淳,1:34.3,,1,2.1,34.4,栗東杉山晴,464(0)
2,7,11,チュウワメロディー,牡2,56.0,松山,1:34.4,1,4,10.6,34.7,栗東小崎,464(+2)
3,6,9,シンデレラガール,牝2,55.0,丸山,1:34.8,2.1/2,7,24.3,35.5,栗東西園翔,432(0)
4,4,5,ムスクレスト,牡2,56.0,武豊,1:34.9,1,2,3.4,34.2,栗東安田,460(-10)
5,3,3,オプティモ,牡2,56.0,菅原明,1:35.0,クビ,3,7.9,35.3,栗東緒方,488(+2)
6,5,7,ライトフライヤー,牡2,56.0,斎藤,1:35.1,1/2,6,17.1,34.9,栗東吉岡,486(0)
7,7,10,ロジャートアリー,牡2,56.0,富田,1:35.1,クビ,5,11.7,34.7,栗東野中,468(+6)
8,2,2,フォーエバーラブ,牡2,56.0,小崎,1:35.2,クビ,13,345.4,34.7,美浦金成,458(+2)
9,1,1,オンザムービー,牡2,56.0,川又,1:35.2,アタマ,11,220.0,34.3,栗東牧田,506(0)
10,8,12,マジックオーラ,牡2,54.0,△鷲頭,1:35.3,1/2,10,129.3,34.8,美浦清水英,426(0)
11,4,4,ルビーブロンド,牝2,53.0,△柴田裕,1:36.2,5,12,271.3,36.2,栗東笹田,438(-2)
12,8,13,ウォーターブビンガ,牡2,56.0,丹内,1:36.3,クビ,9,28.2,36.0,栗東藤野,428(-12)
13,6,8,ゼンノスタニング,牡2,56.0,Mデム,1:37.7,8,8,25.0,36.8,栗東武幸,450(+14)
