着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,ロブチェン,牡3,57.0,松山,2:25.9,,1,1.4,33.8,栗東杉山晴,518(-4)
2,4,4,アルトラムス,牡3,57.0,岩田望,2:25.9,ハナ,3,9.6,33.5,栗東野中,474(0)
3,7,8,シートゥサミット,牡3,57.0,酒井,2:26.0,1/2,11,113.7,34.1,栗東吉岡,524(+4)
4,3,3,ゴーラッキー,牡3,57.0,ルメー,2:26.0,クビ,5,12.3,34.1,美浦黒岩,490(+10)
5,6,6,エムズビギン,牡3,57.0,武豊,2:26.0,ハナ,8,38.1,33.6,栗東友道,508(0)
6,6,7,コンジェスタス,牡3,57.0,西村淳,2:26.2,3/4,4,11.0,34.1,栗東高野,528(+20)
7,2,2,エイシンインアウト,牡3,57.0,横山琉,2:26.3,3/4,6,17.0,34.2,栗東中尾,482(-4)
8,7,9,グリーンエナジー,牡3,57.0,戸崎圭,2:26.3,クビ,2,8.9,33.7,美浦上原佑,494(+12)
9,5,5,カムアップローゼス,牡3,57.0,北村友,2:26.6,1.1/2,10,53.8,34.4,栗東浜田,474(+12)
10,8,11,ショウナンハヤナミ,牡3,57.0,池添,2:26.8,1.1/4,7,23.8,34.8,栗東渡辺,456(+4)
11,8,10,カフジエメンタール,牡3,57.0,坂井,2:27.0,1.1/2,9,42.4,34.6,栗東矢作,520(-2)
