馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,パルデンス,牡8,小林凌,美浦・森一,差し,58.3,10,8,,35.6,,東京,119,中16週,Y,,3,ディープブリランテ,ファルブラヴ,,B
2,2,ドンレパルス,牡7,三浦,美浦・高木,差し,5.5,4,7,,35.8,,東京,99,中13週,Y,,3,ディスクリートキャット,サウスヴィグラス,,B
3,3,コパノヴィンセント,牡4,柴田大,美浦・上原博,先行,7.9,6,1,4歳以上2勝クラス,36.1,,中山,162,中22週,Y,,3,コパノリッキー,スターリングローズ,,
4,4,スプランドゥール,牡5,石神道,美浦・和田雄,差し,20.0,7,10,,35.8,,新潟,29,中3週,Y,,3,シルバーステート,サクラバクシンオー,,
5,5,アデランテ,セ5,吉田豊,美浦・菊川,,7.3,5,6,,38.7,,新潟,43,中5週,Y,,3,ミッキーグローリー,タイキシャトル,,
6,6,ポッドソル,牡4,丸山,美浦・手塚徳,逃げ,30.2,8,13,,33.4,,新潟,28,中3週,Y,,3,オルフェーヴル,Speightstown,,B
7,7,メイショウコバト,牝6,石橋脩,美浦・和田勇,差し,33.5,9,7,,36.1,,福島,71,中9週,Y,,3,ダノンレジェンド,メイショウサムソン,,B
8,7,ワンダラー,牡4,丹内,美浦・黒岩,差し,4.2,2,8,,35.3,,東京,99,中13週,Y,,3,マクフィ,ルーラーシップ,,
9,8,アシャカトベ,牡4,横山武,美浦・小笠,,5.0,3,4,,36.5,,中山,259,中36週,Y,Y,3,ミスターメロディ,コマンダーインチーフ,,
10,8,イリフィ,牝4,川田,栗東・高野,差し,4.1,1,5,,37.2,,新潟,29,中3週,Y,,3,Too Darn Hot,Invincible Spirit,,
