着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,12,ヒットミー,牝4,55.0,☆長浜,0:58.1,,4,7.6,34.8,美浦鹿戸,478(+8)
2,7,10,レストプレドゥモア,牝4,56.0,小沢,0:58.5,2.1/2,8,28.6,35.6,栗東小林,470(+10)
3,4,4,ミサビスケッツ,牝4,52.0,★河原田,0:58.6,クビ,11,116.3,35.0,美浦村田,450(0)
4,8,11,アルヘンティニータ,牝5,53.0,▲小林美,0:58.6,ハナ,10,42.4,35.5,美浦戸田,438(+4)
5,1,1,フレンズプラス,牝3,53.0,荻野琢,0:58.6,アタマ,7,16.0,34.8,栗東宮本,404(-8)
6,2,2,ムーンブランシュ,牝3,53.0,富田,0:58.7,1,5,8.1,35.4,美浦牧,482(-2)
7,6,7,スパークルジョイ,牝5,54.0,△舟山,0:59.1,2.1/2,6,15.0,36.4,栗東前川,462(+14)
8,5,6,オオゾラヒバリ,牝5,53.0,▲大久保,0:59.3,1.1/4,9,39.7,35.2,美浦秋本,474(0)
9,7,9,テーオーナタリー,牝3,53.0,鮫島駿,0:59.3,アタマ,1,3.1,36.5,栗東梅田,424(-10)
10,5,5,パーティーガール,牝4,53.0,▲遠藤,0:59.4,クビ,12,321.7,35.8,美浦伊藤伸,480(-4)
11,3,3,キャリーグレイス,牝4,54.0,◇今村,0:59.5,1/2,2,3.6,36.0,栗東寺島,464(+16)
12,6,8,ゴールドヴィーナス,牝3,53.0,横山和,1:00.2,4,3,5.6,37.1,栗東森秀,458(+8)
