着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,マスターソアラ,牝3,55.0,大野,2:03.5,,6,12.7,36.2,美浦蛯名正,492(+10)
2,2,2,サムシングスイート,牝3,55.0,団野,2:03.6,1/2,4,7.2,36.1,美浦伊藤大,498(+10)
3,7,9,ドリームコア,牝3,55.0,ルメー,2:03.8,1.1/4,1,2.5,36.7,美浦田中博,502(+4)
4,6,6,アストリル,牝3,55.0,ミシェ,2:04.0,1.1/4,5,8.9,36.5,美浦鈴木慎,452(-4)
5,1,1,ジワタネホ,牝3,55.0,三浦,2:04.1,クビ,10,50.7,36.3,美浦中舘,442(0)
6,7,8,ナイスプレーアスク,牝3,55.0,岩田康,2:04.7,3.1/2,9,31.1,38.1,美浦中舘,438(0)
7,3,3,リアライズルミナス,牝3,55.0,津村,2:04.9,1.1/4,2,5.2,38.0,栗東橋口,492(-10)
8,5,5,ファムクラジューズ,牝3,55.0,菊沢,2:04.9,ハナ,8,20.0,37.5,美浦黒岩,410(+8)
9,8,11,ベンヴェヌータ,牝3,55.0,石橋脩,2:05.1,1,7,15.0,37.8,美浦辻,468(+8)
10,8,10,ジッピーチューン,牝3,55.0,北村友,2:05.4,2,3,6.7,38.4,美浦林,434(+12)
11,6,7,ロングトールサリー,牝3,55.0,杉原,2:07.3,大,11,56.9,40.6,栗東福永,498(+4)
