着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,アストリル,牝3,55.0,丹内,2:03.5,,1,1.6,36.3,美浦鈴木慎,438(-6)
2,2,4,ウィスカーパッド,牝3,55.0,鮫島駿,2:03.6,1/2,3,5.9,36.5,栗東藤岡,438(-2)
3,3,5,ナムラオリガミ,牝3,55.0,小崎,2:03.9,2,13,158.2,36.2,栗東高橋一,442(-4)
4,7,14,ハナコトバ,牝3,53.0,◇今村,2:04.1,1,2,4.3,36.5,栗東寺島,448(-8)
5,6,11,ノヴァレジーナ,牝3,53.0,△柴田裕,2:04.1,クビ,7,49.9,36.8,栗東中尾,446(0)
6,7,13,アメジストブリエ,牝3,55.0,富田,2:04.2,1/2,8,63.8,36.4,栗東武英,436(0)
7,2,3,カヴァティーナ,牝3,55.0,国分恭,2:04.3,3/4,11,126.1,35.8,栗東大根田,436(0)
8,8,16,メイショウシュハリ,牝3,55.0,加藤,2:04.3,クビ,12,130.7,37.3,栗東庄野,452(-2)
9,5,9,ココソラーレ,牝3,52.0,▲橋木,2:04.4,クビ,15,293.6,36.7,美浦天間,424(-4)
10,1,2,リーベンスヴェルト,牝3,51.0,★河原田,2:04.4,ハナ,10,117.5,36.2,栗東池江,416(-6)
11,1,1,エイシンウィスパー,牝3,55.0,松若,2:04.4,クビ,5,20.9,36.8,栗東今野,482(-2)
12,5,10,ホッコームジカ,牝3,55.0,吉田隼,2:04.7,1.1/2,14,210.5,37.3,栗東飯田,422(-4)
13,6,12,ジャストマイウェイ,牝3,52.0,▲舟山,2:04.7,クビ,4,11.8,36.6,美浦国枝,502(-14)
14,4,7,トゥスコラーナ,牝3,52.0,▲田山,2:04.8,アタマ,6,26.6,36.9,栗東松永幹,452(+10)
15,3,6,チョウシュンカ,牝3,52.0,▲石田,2:05.1,2,16,372.4,37.2,美浦村田,386(+4)
16,4,8,ヴェネラブル,牝3,55.0,西塚,2:05.7,3.1/2,9,84.0,38.3,栗東吉村,430(-14)
